metric_name,timestamp,metric_value,check,error,error_code,expected_response,group,method,name,proto,scenario,service,status,subproto,tls_version,url,extra_tags,metadata
http_reqs,1777446612,1.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_duration,1777446612,22.043400,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_blocked,1777446612,7.787800,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_connecting,1777446612,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_tls_handshaking,1777446612,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_sending,1777446612,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_waiting,1777446612,21.669100,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_receiving,1777446612,0.374300,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_failed,1777446612,0.000000,,,,true,,GET,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,200,,,http://localhost:8047/login?returnUrl=%2F,,
http_reqs,1777446612,1.000000,,,,true,,POST,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_duration,1777446612,18.979000,,,,true,,POST,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_blocked,1777446612,0.000000,,,,true,,POST,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_connecting,1777446612,0.000000,,,,true,,POST,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_tls_handshaking,1777446612,0.000000,,,,true,,POST,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_sending,1777446612,0.000000,,,,true,,POST,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_waiting,1777446612,18.077400,,,,true,,POST,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnUrl=%2F,,
http_req_receiving,1777446612,0.901600,,,,true,,POST,http://localhost:8047/login?returnUrl=%2F,HTTP/1.1,default,,302,,,http://localhost:8047/login?returnUrl=%2F,,
